Order_ID,Order_Date,Product_ID,Region,Store_Type,Units_Sold,Discount,Revenue,Profit,Customer_Age,Gender,Payment_Method
NKORD00677,2024-11-08,NK019,Asia-Pacific,Online,1,20,16.0,2.72,47,Female,Credit Card
NKORD00678,2025-09-24,NK010,North America,Online,3,5,185.25,52.13,33,Male,NetBanking
NKORD00679,2025-07-09,NK015,Europe,Retail,5,20,112.0,31.42,41,Male,NetBanking
NKORD00680,2024-01-22,NK016,North America,Wholesale,1,10,36.0,5.71,34,Female,Credit Card
NKORD00681,2023-12-05,NK012,Asia-Pacific,Retail,1,20,24.0,4.92,28,Male,PayPal
NKORD00682,2023-12-11,NK005,Latin America,Online,3,10,459.0,141.92,31,Male,NetBanking
NKORD00683,2023-09-11,NK009,Europe,Online,3,5,91.2,33.34,35,Male,Credit Card
NKORD00684,2023-08-02,NK019,Asia-Pacific,Wholesale,4,20,64.0,13.64,28,Female,Debit Card
NKORD00685,2023-03-31,NK007,North America,Online,2,5,313.5,94.85,46,Male,Cash
NKORD00686,2023-10-30,NK015,Asia-Pacific,Online,2,0,56.0,18.33,28,Female,Credit Card
NKORD00687,2023-09-22,NK019,North America,Online,1,20,16.0,3.73,21,Female,Google Pay
NKORD00688,2024-10-18,NK005,Asia-Pacific,Online,3,5,484.5,132.44,40,Female,Google Pay
NKORD00689,2023-12-31,NK012,North America,Online,6,0,180.0,58.06,34,Female,PayPal
NKORD00690,2025-03-18,NK007,Latin America,Retail,1,5,156.75,58.59,36,Female,NetBanking
NKORD00691,2023-03-21,NK009,Europe,Online,3,5,91.2,28.3,18,Male,Cash
NKORD00692,2025-09-09,NK015,Latin America,Online,2,10,50.4,10.49,20,Male,NetBanking
NKORD00693,2025-04-03,NK010,North America,Retail,4,10,234.0,61.88,46,Male,NetBanking
NKORD00694,2024-08-11,NK001,Asia-Pacific,Online,7,5,764.75,184.72,18,Other,NetBanking
NKORD00695,2025-06-12,NK014,Latin America,Outlet,1,5,109.25,29.94,50,Male,Credit Card
NKORD00696,2024-12-09,NK018,Europe,Outlet,1,0,28.0,9.46,39,Male,Debit Card
NKORD00697,2024-10-06,NK018,North America,Online,2,5,53.2,17.38,45,Male,Credit Card
NKORD00698,2024-07-28,NK010,North America,Online,7,10,409.5,102.56,29,Female,Debit Card
NKORD00699,2023-03-08,NK020,Latin America,Retail,2,10,54.0,14.25,18,Other,Credit Card
NKORD00700,2024-02-05,NK004,Europe,Online,2,20,192.0,43.4,52,Female,Apple Pay
NKORD00701,2023-08-17,NK011,Asia-Pacific,Online,2,10,279.0,70.67,18,Male,Credit Card
NKORD00702,2024-03-23,NK008,Asia-Pacific,Online,1,0,125.0,41.76,43,Female,Credit Card
NKORD00703,2025-08-25,NK019,North America,Outlet,1,5,19.0,5.22,45,Male,Credit Card
NKORD00704,2025-05-18,NK007,Asia-Pacific,Online,2,10,297.0,106.73,36,Female,Cash
NKORD00705,2023-10-21,NK007,Asia-Pacific,Outlet,4,0,660.0,159.63,49,Female,Credit Card
NKORD00706,2024-02-19,NK009,North America,Online,2,5,60.8,17.34,36,Female,Google Pay
NKORD00707,2024-04-18,NK009,North America,Retail,2,0,64.0,15.79,29,Male,Google Pay
NKORD00708,2024-10-21,NK013,Asia-Pacific,Retail,2,0,250.0,73.2,28,Female,Cash
NKORD00709,2024-07-06,NK014,Middle East & Africa,Online,2,40,138.0,23.21,30,Female,Credit Card
NKORD00710,2024-04-06,NK006,Europe,Outlet,2,0,290.0,109.37,44,Female,PayPal
NKORD00711,2023-10-01,NK016,Europe,Retail,3,5,114.0,32.85,38,Female,Credit Card
NKORD00712,2023-11-27,NK015,Europe,Retail,2,40,33.6,6.18,42,Male,Apple Pay
NKORD00713,2025-03-27,NK020,North America,Online,3,0,90.0,26.55,29,Female,UPI
NKORD00714,2023-02-26,NK006,Latin America,Retail,5,20,580.0,140.69,33,Female,Credit Card
NKORD00715,2024-05-08,NK009,Europe,Online,6,10,172.8,57.77,28,Male,UPI
NKORD00716,2024-01-11,NK001,North America,Online,5,0,575.0,210.86,36,Female,Credit Card
NKORD00717,2023-06-20,NK018,Europe,Wholesale,2,0,56.0,12.93,29,Male,UPI
NKORD00718,2023-08-08,NK006,Middle East & Africa,Wholesale,6,20,696.0,177.74,37,Male,Credit Card
NKORD00719,2025-03-25,NK013,North America,Wholesale,1,5,118.75,30.58,33,Male,Credit Card
NKORD00720,2024-10-29,NK013,Europe,Online,2,0,250.0,68.65,38,Male,Credit Card
NKORD00721,2023-01-11,NK009,Asia-Pacific,Retail,2,10,57.6,19.43,36,Female,Cash
NKORD00722,2025-01-27,NK001,Europe,Retail,4,10,414.0,100.38,19,Male,Credit Card
NKORD00723,2023-03-14,NK016,Europe,Online,4,40,96.0,22.45,42,Male,Debit Card
NKORD00724,2024-12-10,NK005,Asia-Pacific,Retail,1,0,170.0,52.2,38,Male,Credit Card
NKORD00725,2023-11-06,NK001,Asia-Pacific,Online,1,40,69.0,11.88,21,Male,Credit Card
NKORD00726,2023-05-12,NK012,North America,Online,1,10,27.0,9.51,25,Female,UPI
NKORD00727,2024-09-25,NK020,Latin America,Online,3,10,81.0,19.79,33,Male,Credit Card
NKORD00728,2023-10-29,NK004,Asia-Pacific,Outlet,2,5,228.0,59.5,37,Female,Debit Card
NKORD00729,2023-02-17,NK019,Europe,Online,3,10,54.0,16.06,24,Female,Cash
NKORD00730,2025-04-02,NK015,Europe,Online,5,10,126.0,27.8,28,Male,Debit Card
NKORD00731,2025-01-03,NK009,Europe,Online,2,5,60.8,22.01,18,Male,Credit Card
NKORD00732,2025-06-10,NK017,Middle East & Africa,Wholesale,1,5,47.5,10.78,38,Female,Credit Card
NKORD00733,2025-04-27,NK014,Europe,Online,1,20,92.0,17.83,35,Male,UPI
NKORD00734,2025-02-05,NK002,North America,Retail,5,10,607.5,194.25,28,Other,Apple Pay
NKORD00735,2023-01-10,NK009,Asia-Pacific,Outlet,2,10,57.6,15.93,26,Male,NetBanking
NKORD00736,2023-06-26,NK015,Europe,Online,4,0,112.0,33.46,41,Female,UPI
NKORD00737,2024-02-27,NK012,Europe,Online,4,10,108.0,32.66,27,Male,Cash
NKORD00738,2024-07-27,NK004,Middle East & Africa,Retail,3,20,288.0,64.69,37,Male,NetBanking
NKORD00739,2023-04-01,NK005,Latin America,Retail,1,5,161.5,48.62,18,Female,Google Pay
NKORD00740,2025-05-26,NK011,Asia-Pacific,Online,2,5,294.5,89.45,25,Male,UPI
NKORD00741,2024-12-05,NK015,Europe,Wholesale,4,5,106.4,25.54,37,Female,UPI
NKORD00742,2023-11-21,NK010,North America,Online,1,40,39.0,9.84,22,Female,NetBanking
NKORD00743,2025-02-07,NK008,Middle East & Africa,Retail,1,5,118.75,39.06,48,Male,Apple Pay
NKORD00744,2023-02-08,NK017,Europe,Wholesale,2,5,95.0,25.18,24,Female,Apple Pay
NKORD00745,2024-10-27,NK020,Latin America,Outlet,6,10,162.0,43.44,21,Female,Credit Card
NKORD00746,2023-08-15,NK012,Latin America,Online,3,20,72.0,21.33,25,Male,Credit Card
NKORD00747,2023-03-23,NK009,Asia-Pacific,Outlet,1,0,32.0,8.88,37,Female,Credit Card
NKORD00748,2023-08-05,NK016,Middle East & Africa,Online,2,10,72.0,16.58,38,Female,Credit Card
NKORD00749,2024-02-03,NK011,North America,Online,1,5,147.25,43.41,23,Female,UPI
NKORD00750,2023-07-29,NK015,Latin America,Retail,5,5,133.0,42.3,62,Female,Debit Card
NKORD00751,2025-01-19,NK007,Europe,Retail,1,10,148.5,37.3,32,Female,Google Pay
NKORD00752,2025-04-25,NK016,North America,Outlet,1,20,32.0,9.07,25,Male,Debit Card
NKORD00753,2024-06-01,NK020,Latin America,Retail,2,5,57.0,17.02,36,Male,Credit Card
NKORD00754,2025-09-17,NK019,North America,Online,2,20,32.0,5.57,26,Female,Debit Card
NKORD00755,2025-06-07,NK004,North America,Retail,3,20,288.0,82.99,35,Male,Credit Card
NKORD00756,2024-06-21,NK001,Europe,Online,2,20,184.0,48.66,32,Male,Credit Card
NKORD00757,2024-04-30,NK009,North America,Online,2,20,51.2,10.54,29,Female,PayPal
NKORD00758,2023-04-18,NK002,Asia-Pacific,Retail,6,5,769.5,255.36,32,Female,Cash
NKORD00759,2024-08-24,NK002,Latin America,Online,3,20,324.0,104.25,36,Female,NetBanking
NKORD00760,2025-02-22,NK011,North America,Retail,1,0,155.0,45.0,18,Female,Debit Card
NKORD00761,2024-09-11,NK009,Europe,Retail,4,10,115.2,26.24,33,Male,Credit Card
NKORD00762,2023-05-21,NK010,Latin America,Outlet,4,5,247.0,73.3,25,Female,Google Pay
NKORD00763,2025-09-09,NK010,Latin America,Online,7,10,409.5,118.89,35,Male,UPI
NKORD00764,2025-05-15,NK003,Asia-Pacific,Retail,2,0,380.0,111.07,19,Male,Credit Card
NKORD00765,2024-03-13,NK006,Asia-Pacific,Retail,2,0,290.0,113.41,42,Male,NetBanking
NKORD00766,2023-02-25,NK007,North America,Online,4,10,594.0,214.87,35,Female,UPI
NKORD00767,2024-04-14,NK015,Latin America,Online,4,10,100.8,30.45,25,Female,Credit Card
NKORD00768,2024-04-08,NK014,Europe,Wholesale,2,0,230.0,57.59,39,Female,Apple Pay
NKORD00769,2024-05-06,NK002,North America,Retail,3,5,384.75,108.98,28,Other,UPI
NKORD00770,2023-09-02,NK009,Europe,Online,2,5,60.8,15.43,41,Female,Debit Card
NKORD00771,2025-08-14,NK005,North America,Online,5,40,510.0,110.49,23,Female,Google Pay
NKORD00772,2025-08-28,NK003,Europe,Online,3,20,456.0,149.15,31,Male,Debit Card
NKORD00773,2025-06-22,NK005,Asia-Pacific,Outlet,1,40,102.0,12.24,30,Male,PayPal
NKORD00774,2024-06-28,NK013,Asia-Pacific,Online,1,5,118.75,30.76,34,Female,Debit Card
NKORD00775,2024-10-06,NK009,Asia-Pacific,Online,3,0,96.0,27.62,18,Male,Credit Card
NKORD00776,2025-09-17,NK019,Latin America,Outlet,2,40,24.0,2.88,21,Male,PayPal
NKORD00777,2024-06-10,NK015,Europe,Wholesale,1,0,28.0,8.49,28,Male,Debit Card
NKORD00778,2024-10-11,NK013,Latin America,Online,4,0,500.0,167.02,36,Male,Cash
NKORD00779,2025-05-19,NK010,Asia-Pacific,Online,2,5,123.5,40.66,36,Female,Debit Card
NKORD00780,2024-11-15,NK014,Asia-Pacific,Retail,1,10,103.5,30.09,34,Male,Google Pay
NKORD00781,2023-12-08,NK002,Europe,Online,6,0,810.0,293.58,19,Female,UPI
NKORD00782,2023-02-16,NK008,Latin America,Outlet,7,10,787.5,176.49,23,Male,NetBanking
NKORD00783,2025-03-24,NK006,Latin America,Wholesale,4,0,580.0,188.59,38,Male,UPI
NKORD00784,2023-11-13,NK011,Middle East & Africa,Retail,1,20,124.0,35.54,24,Male,Google Pay
NKORD00785,2024-04-24,NK011,North America,Retail,4,5,589.0,215.8,22,Male,Cash
NKORD00786,2024-03-26,NK015,North America,Retail,1,0,28.0,8.31,19,Male,Apple Pay
NKORD00787,2024-06-22,NK001,Asia-Pacific,Retail,4,0,460.0,170.43,18,Male,Debit Card
NKORD00788,2023-12-09,NK006,North America,Outlet,1,0,145.0,35.03,20,Male,Google Pay
NKORD00789,2025-04-22,NK019,Europe,Retail,3,10,54.0,12.45,33,Female,Google Pay
NKORD00790,2024-01-27,NK002,Europe,Outlet,1,5,128.25,35.62,35,Male,UPI
NKORD00791,2023-02-15,NK001,Latin America,Online,1,20,92.0,20.44,46,Male,PayPal
NKORD00792,2024-03-24,NK017,Middle East & Africa,Online,2,40,60.0,8.3,31,Male,Credit Card
NKORD00793,2024-07-07,NK008,North America,Online,1,10,112.5,27.35,28,Male,Credit Card
NKORD00794,2025-08-15,NK014,North America,Retail,2,5,218.5,64.74,46,Male,Credit Card
NKORD00795,2024-10-06,NK007,Latin America,Outlet,4,20,528.0,140.97,24,Other,Cash
NKORD00796,2024-07-08,NK012,Europe,Online,3,10,81.0,25.67,39,Male,Apple Pay
NKORD00797,2023-11-30,NK007,Europe,Outlet,1,0,165.0,56.72,23,Male,Apple Pay
NKORD00798,2024-02-03,NK002,North America,Wholesale,7,5,897.75,262.68,26,Male,UPI
NKORD00799,2024-12-12,NK012,North America,Online,4,5,114.0,36.89,38,Female,PayPal
NKORD00800,2023-07-10,NK002,Latin America,Online,3,5,384.75,137.8,33,Male,NetBanking
NKORD00801,2023-10-19,NK012,North America,Retail,4,5,114.0,38.2,35,Male,Credit Card
NKORD00802,2023-04-13,NK016,Middle East & Africa,Online,2,10,72.0,22.37,22,Male,UPI
NKORD00803,2023-06-17,NK016,Asia-Pacific,Retail,1,5,38.0,10.12,20,Other,Cash
NKORD00804,2023-05-01,NK005,Europe,Wholesale,4,10,612.0,148.98,35,Female,Debit Card
NKORD00805,2024-06-28,NK020,Middle East & Africa,Online,2,0,60.0,21.18,35,Female,Credit Card
NKORD00806,2024-03-20,NK019,Asia-Pacific,Retail,4,0,80.0,18.75,27,Female,PayPal
NKORD00807,2023-07-12,NK001,Europe,Wholesale,4,20,368.0,61.05,36,Female,PayPal
NKORD00808,2025-08-27,NK005,Asia-Pacific,Online,1,5,161.5,58.84,46,Female,Credit Card
NKORD00809,2024-09-27,NK014,Middle East & Africa,Online,4,10,414.0,89.51,20,Other,NetBanking
NKORD00810,2024-06-13,NK005,Latin America,Outlet,1,40,102.0,28.72,24,Female,Credit Card
NKORD00811,2023-11-21,NK018,North America,Outlet,2,0,56.0,16.05,33,Male,Credit Card
NKORD00812,2023-10-09,NK014,North America,Retail,1,0,115.0,34.06,26,Male,Credit Card
NKORD00813,2024-10-10,NK016,Asia-Pacific,Online,4,10,144.0,40.96,24,Female,NetBanking
NKORD00814,2023-12-16,NK019,Europe,Retail,3,40,36.0,8.18,31,Male,Google Pay
NKORD00815,2024-08-18,NK016,North America,Outlet,6,5,228.0,49.01,29,Female,Debit Card
NKORD00816,2023-05-11,NK008,Latin America,Online,1,5,118.75,32.7,22,Male,UPI
NKORD00817,2023-05-31,NK015,Middle East & Africa,Online,1,5,26.6,5.61,32,Male,NetBanking
NKORD00818,2023-10-27,NK008,Asia-Pacific,Online,1,0,125.0,37.61,30,Male,Credit Card
NKORD00819,2025-07-15,NK004,Asia-Pacific,Online,2,5,228.0,86.37,34,Male,Google Pay
NKORD00820,2025-06-22,NK015,North America,Online,4,10,100.8,25.34,24,Female,Credit Card
NKORD00821,2025-08-01,NK004,Asia-Pacific,Online,3,0,360.0,118.44,38,Male,NetBanking
NKORD00822,2023-12-26,NK001,Asia-Pacific,Online,1,10,103.5,30.43,39,Female,Credit Card
NKORD00823,2025-02-27,NK007,Asia-Pacific,Outlet,2,10,297.0,77.76,31,Female,Credit Card
NKORD00824,2024-11-12,NK013,Middle East & Africa,Online,5,0,625.0,234.62,27,Female,Debit Card
NKORD00825,2025-03-16,NK010,Europe,Retail,2,0,130.0,43.28,22,Male,Apple Pay
NKORD00826,2023-07-31,NK002,Europe,Outlet,2,20,216.0,55.87,36,Female,Apple Pay
NKORD00827,2024-04-21,NK009,Asia-Pacific,Wholesale,4,20,102.4,24.83,32,Male,Debit Card
NKORD00828,2024-02-27,NK014,Asia-Pacific,Retail,5,10,517.5,166.28,23,Male,NetBanking
NKORD00829,2024-08-18,NK004,Europe,Outlet,1,10,108.0,36.2,27,Male,Google Pay
NKORD00830,2024-04-10,NK014,North America,Online,1,20,92.0,25.81,24,Male,UPI
NKORD00831,2025-08-23,NK018,Europe,Retail,1,10,25.2,7.93,40,Male,Apple Pay
NKORD00832,2023-01-29,NK009,Asia-Pacific,Retail,1,10,28.8,9.1,18,Male,Google Pay
NKORD00833,2024-09-26,NK002,North America,Retail,2,0,270.0,95.67,33,Female,Debit Card
NKORD00834,2023-06-30,NK017,Asia-Pacific,Retail,4,0,200.0,59.11,40,Female,Apple Pay
NKORD00835,2025-04-17,NK004,Middle East & Africa,Outlet,5,5,570.0,145.5,42,Female,Cash
NKORD00836,2023-06-15,NK004,North America,Outlet,5,0,600.0,218.7,18,Male,Cash
NKORD00837,2023-03-30,NK004,Middle East & Africa,Online,3,10,324.0,111.65,22,Female,Credit Card
NKORD00838,2023-07-17,NK007,Europe,Online,1,20,132.0,26.11,28,Male,Apple Pay
NKORD00839,2024-01-29,NK019,Asia-Pacific,Retail,2,5,38.0,11.73,36,Female,Debit Card
NKORD00840,2024-12-11,NK005,Asia-Pacific,Retail,7,20,952.0,199.28,35,Female,UPI
NKORD00841,2023-10-02,NK019,Asia-Pacific,Retail,2,0,40.0,14.11,29,Male,Credit Card
NKORD00842,2023-06-01,NK007,Asia-Pacific,Online,1,20,132.0,27.06,18,Female,Credit Card
NKORD00843,2023-11-10,NK007,Europe,Online,1,40,99.0,26.25,38,Female,PayPal
NKORD00844,2023-08-08,NK012,Asia-Pacific,Online,4,0,120.0,44.35,20,Female,Google Pay
NKORD00845,2024-12-28,NK004,Europe,Wholesale,1,20,96.0,21.77,18,Other,Cash
NKORD00846,2024-08-27,NK002,North America,Online,4,20,432.0,121.01,29,Female,Credit Card
NKORD00847,2024-07-20,NK013,Middle East & Africa,Outlet,1,5,118.75,33.02,35,Male,Debit Card
NKORD00848,2024-12-25,NK013,Middle East & Africa,Wholesale,2,0,250.0,78.99,30,Other,PayPal
NKORD00849,2025-03-27,NK013,Europe,Online,7,5,831.25,257.41,25,Male,Credit Card
NKORD00850,2023-07-26,NK014,Latin America,Online,3,10,310.5,94.83,37,Male,Credit Card
NKORD00851,2023-04-12,NK006,Asia-Pacific,Wholesale,2,10,261.0,56.59,27,Male,PayPal
NKORD00852,2024-11-20,NK013,North America,Online,1,0,125.0,39.31,28,Other,UPI
NKORD00853,2023-10-10,NK001,North America,Outlet,2,0,230.0,78.04,22,Male,Credit Card
NKORD00854,2025-01-27,NK008,Asia-Pacific,Online,3,10,337.5,110.79,29,Male,Debit Card
NKORD00855,2024-03-03,NK017,Asia-Pacific,Outlet,3,5,142.5,39.47,27,Female,Google Pay
NKORD00856,2025-09-20,NK005,Europe,Online,1,20,136.0,44.57,46,Male,Debit Card
NKORD00857,2023-12-11,NK008,North America,Online,5,0,625.0,217.09,27,Male,Debit Card
NKORD00858,2024-04-10,NK015,Europe,Retail,6,5,159.6,52.0,39,Male,UPI
NKORD00859,2024-09-01,NK013,Asia-Pacific,Online,4,0,500.0,140.88,37,Female,Credit Card
NKORD00860,2024-02-17,NK008,Asia-Pacific,Retail,3,10,337.5,98.24,28,Female,Credit Card
NKORD00861,2023-07-15,NK012,Europe,Retail,3,0,90.0,33.02,21,Female,Apple Pay
NKORD00862,2024-01-15,NK015,Middle East & Africa,Wholesale,2,20,44.8,10.44,27,Female,Credit Card
NKORD00863,2023-05-05,NK007,North America,Wholesale,1,5,156.75,48.53,28,Female,UPI
NKORD00864,2023-10-03,NK001,Asia-Pacific,Outlet,1,5,109.25,31.0,45,Female,Debit Card
NKORD00865,2024-04-28,NK007,Latin America,Wholesale,7,0,1155.0,350.54,40,Male,PayPal
NKORD00866,2024-08-17,NK011,North America,Outlet,3,10,418.5,104.01,29,Male,Cash
NKORD00867,2024-09-09,NK014,Asia-Pacific,Online,3,5,327.75,113.6,31,Other,Credit Card
NKORD00868,2023-12-21,NK008,Latin America,Wholesale,6,5,712.5,186.69,33,Male,Credit Card
NKORD00869,2024-09-17,NK016,Middle East & Africa,Outlet,4,10,144.0,25.38,30,Male,Credit Card
NKORD00870,2025-06-20,NK005,Asia-Pacific,Retail,5,10,765.0,174.13,41,Female,Debit Card
NKORD00871,2024-05-23,NK004,North America,Online,5,10,540.0,123.13,34,Male,UPI
NKORD00872,2024-03-10,NK008,Europe,Online,2,0,250.0,92.58,20,Male,Google Pay
NKORD00873,2025-03-11,NK009,Latin America,Outlet,3,5,91.2,27.7,42,Male,Apple Pay
NKORD00874,2025-07-29,NK005,North America,Outlet,6,5,969.0,225.48,39,Female,Credit Card
NKORD00875,2023-03-06,NK008,Latin America,Outlet,4,0,500.0,164.2,32,Female,NetBanking
NKORD00876,2023-05-30,NK006,Middle East & Africa,Online,1,10,130.5,35.04,36,Female,UPI
NKORD00877,2024-03-10,NK004,Middle East & Africa,Wholesale,5,0,600.0,167.17,22,Female,Google Pay
NKORD00878,2024-11-29,NK019,Europe,Wholesale,5,10,90.0,20.65,34,Other,Credit Card
NKORD00879,2024-10-12,NK016,North America,Online,3,20,96.0,22.17,41,Female,Credit Card
NKORD00880,2023-10-10,NK012,Asia-Pacific,Wholesale,5,5,142.5,30.53,37,Female,NetBanking
NKORD00881,2024-08-05,NK020,Europe,Retail,2,5,57.0,16.84,28,Female,Google Pay
NKORD00882,2023-09-18,NK007,Europe,Retail,2,5,313.5,101.52,30,Male,Credit Card
NKORD00883,2025-02-14,NK001,North America,Retail,2,10,207.0,71.5,29,Male,Credit Card
NKORD00884,2024-03-02,NK009,North America,Online,4,0,128.0,33.26,45,Male,Credit Card
NKORD00885,2025-03-21,NK019,Europe,Retail,4,10,72.0,16.97,35,Female,Apple Pay
NKORD00886,2025-05-16,NK002,Latin America,Retail,5,0,675.0,231.52,37,Male,Credit Card
NKORD00887,2024-01-05,NK004,Europe,Outlet,1,0,120.0,33.66,29,Female,PayPal
NKORD00888,2023-09-24,NK007,North America,Retail,6,0,990.0,308.07,32,Male,Credit Card
NKORD00889,2024-05-28,NK014,Europe,Retail,4,10,414.0,137.75,44,Female,Credit Card
NKORD00890,2023-08-04,NK017,North America,Retail,4,5,190.0,51.2,31,Male,Debit Card
NKORD00891,2024-03-10,NK008,North America,Online,3,5,356.25,94.88,34,Male,Cash
NKORD00892,2025-02-06,NK014,Europe,Retail,4,5,437.0,132.95,43,Female,Credit Card
NKORD00893,2023-11-17,NK012,Latin America,Online,2,10,54.0,17.86,30,Female,Credit Card
NKORD00894,2023-08-16,NK004,Europe,Online,2,5,228.0,71.84,33,Female,PayPal
NKORD00895,2024-06-08,NK011,Middle East & Africa,Wholesale,2,20,248.0,59.44,26,Male,Apple Pay
NKORD00896,2025-09-12,NK006,North America,Wholesale,3,0,435.0,117.11,18,Female,Credit Card
NKORD00897,2024-07-29,NK009,Latin America,Retail,2,0,64.0,17.12,23,Male,UPI
NKORD00898,2024-06-11,NK016,Middle East & Africa,Retail,6,0,240.0,57.78,34,Other,UPI
NKORD00899,2025-09-13,NK017,North America,Outlet,2,40,60.0,10.86,22,Female,NetBanking
NKORD00900,2025-02-10,NK014,Europe,Retail,3,0,345.0,124.55,40,Male,NetBanking
NKORD00901,2025-07-06,NK006,Europe,Online,3,5,413.25,126.31,40,Female,Debit Card
NKORD00902,2023-02-24,NK001,Asia-Pacific,Online,5,20,460.0,158.99,22,Female,PayPal
NKORD00903,2023-09-06,NK010,Europe,Online,5,5,308.75,78.18,18,Female,Credit Card
NKORD00904,2024-11-16,NK013,North America,Outlet,1,0,125.0,43.55,29,Male,UPI
NKORD00905,2024-12-13,NK004,Latin America,Online,2,10,216.0,71.18,41,Female,UPI
NKORD00906,2025-05-19,NK004,Asia-Pacific,Online,4,10,432.0,131.36,24,Male,NetBanking
NKORD00907,2025-03-31,NK010,Asia-Pacific,Retail,1,0,65.0,24.08,33,Male,PayPal
NKORD00908,2025-01-20,NK006,Asia-Pacific,Online,1,10,130.5,42.13,39,Male,Credit Card
NKORD00909,2023-10-12,NK019,Asia-Pacific,Retail,4,5,76.0,18.75,18,Female,Credit Card
NKORD00910,2025-06-27,NK009,Middle East & Africa,Retail,5,40,96.0,22.64,19,Male,Google Pay
NKORD00911,2024-06-28,NK002,Europe,Wholesale,1,10,121.5,31.02,53,Male,Credit Card
NKORD00912,2024-09-24,NK006,Europe,Online,3,0,435.0,138.83,28,Male,Credit Card
NKORD00913,2023-11-26,NK004,Middle East & Africa,Online,1,10,108.0,28.85,31,Female,PayPal
NKORD00914,2023-03-15,NK015,Europe,Retail,6,0,168.0,43.88,18,Female,PayPal
NKORD00915,2023-09-30,NK014,Europe,Outlet,3,20,276.0,62.91,39,Female,Cash
NKORD00916,2023-03-28,NK017,Middle East & Africa,Online,4,5,190.0,41.39,23,Male,Apple Pay
NKORD00917,2025-09-06,NK002,Latin America,Wholesale,3,40,243.0,29.16,19,Female,PayPal
NKORD00918,2025-09-10,NK020,Asia-Pacific,Online,4,0,120.0,38.4,37,Female,Credit Card
NKORD00919,2023-05-18,NK004,Asia-Pacific,Online,2,10,216.0,77.88,18,Female,Apple Pay
NKORD00920,2023-07-17,NK014,North America,Retail,2,40,138.0,25.55,37,Male,Google Pay
NKORD00921,2025-05-10,NK014,Middle East & Africa,Online,7,10,724.5,239.5,43,Male,UPI
NKORD00922,2025-08-31,NK006,North America,Outlet,5,5,688.75,174.15,18,Male,NetBanking
NKORD00923,2023-09-13,NK003,Middle East & Africa,Outlet,3,10,513.0,159.49,34,Male,Credit Card
NKORD00924,2024-10-24,NK007,Asia-Pacific,Online,1,5,156.75,55.93,47,Female,Credit Card
NKORD00925,2023-01-18,NK002,Europe,Retail,1,20,108.0,32.06,18,Female,Credit Card
NKORD00926,2024-03-01,NK020,Asia-Pacific,Online,1,10,27.0,8.16,25,Male,PayPal
NKORD00927,2024-06-16,NK002,Asia-Pacific,Retail,1,20,108.0,32.2,27,Male,Debit Card
NKORD00928,2023-02-05,NK004,Latin America,Retail,1,10,108.0,33.92,23,Male,Credit Card
NKORD00929,2024-06-19,NK001,Europe,Online,1,20,92.0,24.84,29,Male,Credit Card
NKORD00930,2023-12-08,NK004,Europe,Online,2,5,228.0,56.55,28,Male,NetBanking
NKORD00931,2025-03-05,NK018,North America,Retail,6,0,168.0,58.67,32,Female,PayPal
NKORD00932,2023-08-23,NK019,Asia-Pacific,Online,6,0,120.0,37.21,40,Male,Cash
NKORD00933,2024-01-19,NK001,Europe,Online,3,5,327.75,92.84,38,Male,Credit Card
NKORD00934,2023-10-19,NK003,Europe,Retail,6,5,1083.0,345.09,39,Female,Credit Card
NKORD00935,2023-07-24,NK003,Latin America,Retail,3,5,541.5,176.49,29,Male,Credit Card
NKORD00936,2024-10-06,NK004,Asia-Pacific,Retail,2,10,216.0,49.6,28,Male,UPI
NKORD00937,2023-07-04,NK006,Asia-Pacific,Online,1,20,116.0,25.52,26,Female,Debit Card
NKORD00938,2024-11-13,NK012,Latin America,Online,3,10,81.0,27.53,39,Female,Google Pay
NKORD00939,2024-03-04,NK002,Asia-Pacific,Retail,1,20,108.0,34.37,40,Male,Apple Pay
NKORD00940,2024-08-05,NK004,Latin America,Wholesale,3,20,288.0,82.58,48,Female,Credit Card
NKORD00941,2025-06-21,NK017,Middle East & Africa,Retail,5,0,250.0,89.38,31,Male,Credit Card
NKORD00942,2024-08-05,NK001,Europe,Wholesale,4,5,437.0,107.59,23,Female,PayPal
NKORD00943,2023-10-20,NK007,Asia-Pacific,Retail,2,0,330.0,100.24,29,Female,Google Pay
NKORD00944,2024-06-18,NK019,Middle East & Africa,Retail,3,10,54.0,10.43,24,Male,PayPal
NKORD00945,2023-06-08,NK018,Latin America,Online,1,5,26.6,5.8,47,Female,NetBanking
NKORD00946,2024-06-20,NK012,Asia-Pacific,Online,5,0,150.0,43.31,35,Other,Google Pay
NKORD00947,2024-08-20,NK019,Latin America,Retail,1,0,20.0,4.72,47,Female,Debit Card
NKORD00948,2024-06-30,NK012,North America,Wholesale,5,10,135.0,39.8,21,Other,NetBanking
NKORD00949,2024-12-09,NK017,Europe,Retail,5,0,250.0,61.45,26,Male,Credit Card
NKORD00950,2025-08-29,NK018,North America,Online,2,40,33.6,8.18,25,Female,Debit Card
NKORD00951,2023-05-18,NK019,North America,Online,2,20,32.0,8.93,38,Female,Credit Card
NKORD00952,2024-07-31,NK016,North America,Wholesale,3,0,120.0,24.77,34,Male,Credit Card
